key	disposition	residue_kind	residue_target	evidence	specs	plans	ledgers	chronicles	retrospectives
plan-2026-08-08-the-quire	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-08-the-quire.md			
plan-2026-08-08-the-range	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-08-the-range.md			
plan-2026-08-09-the-armature	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-09-the-armature.md			
plan-2026-08-09-the-cairn	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-09-the-cairn.md			
plan-2026-08-09-the-radiation	shipped	none		status header records closure		docs/superpowers/plans/2026-08-09-the-radiation.md			
plan-2026-08-09-the-signet	shipped	none		source declares chronicle close: book/src/chronicle/the-signet.md; header records complete/merged		docs/superpowers/plans/2026-08-09-the-signet.md			
plan-2026-08-10-the-ford	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-10-the-ford.md			
plan-2026-08-10-the-grain	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-10-the-grain.md			
plan-2026-08-11-the-beacon	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-11-the-beacon.md			
plan-2026-08-11-the-ell	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-11-the-ell.md			
plan-2026-08-11-the-ford-stage-2	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-11-the-ford-stage-2.md			
plan-2026-08-11-the-muster	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-11-the-muster.md			
plan-2026-08-11-the-rill	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-11-the-rill.md			
plan-2026-08-12-the-fathom	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-12-the-fathom.md			
plan-2026-08-12-the-glasshouse-a-instrumentation	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-12-the-glasshouse-a-instrumentation.md			
plan-2026-08-12-the-repose	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-12-the-repose.md			
plan-2026-08-13-the-axes	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-13-the-axes.md			
plan-2026-08-13-the-glasshouse-b-recentring	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-13-the-glasshouse-b-recentring.md			
plan-2026-08-13-the-gnomon	shipped	none		status header records closure		docs/superpowers/plans/2026-08-13-the-gnomon.md			
plan-2026-08-13-the-hearsay	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-13-the-hearsay.md			
plan-2026-08-13-the-millrace	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-13-the-millrace.md			
plan-2026-08-13-the-sexton-stages-1-3	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-13-the-sexton-stages-1-3.md			
plan-2026-08-14-the-staff	active	none		status header retains active work		docs/superpowers/plans/2026-08-14-the-staff.md			
plan-2026-08-15-the-compendium	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-15-the-compendium.md			
plan-2026-08-15-the-retelling	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-15-the-retelling.md			
plan-2026-08-15-the-sluice	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-15-the-sluice.md			
plan-2026-08-16-the-burr	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-16-the-burr.md			
plan-2026-08-16-the-palimpsest	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-16-the-palimpsest.md			
plan-2026-08-16-the-rhumb	shipped	none		status header records closure		docs/superpowers/plans/2026-08-16-the-rhumb.md			
plan-2026-08-16-the-underworld	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-16-the-underworld.md			
plan-2026-08-17-the-illumination	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-17-the-illumination.md			
plan-2026-08-17-the-parley	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-17-the-parley.md			
plan-2026-08-18-the-adit	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-18-the-adit.md			
plan-2026-08-18-the-gazetteer	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-18-the-gazetteer.md			
plan-2026-08-18-the-undertow	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-18-the-undertow.md			
plan-2026-08-19-the-portolan	shipped	none		status header records closure		docs/superpowers/plans/2026-08-19-the-portolan.md			
plan-2026-08-19-the-tackle	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-19-the-tackle.md			
plan-2026-08-19-the-touchstone	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-19-the-touchstone.md			
plan-2026-08-19-the-winze	shipped	none		source declares chronicle close: book/src/chronicle/the-winze.md; header records complete/merged		docs/superpowers/plans/2026-08-19-the-winze.md			
plan-2026-08-20-the-cant	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-20-the-cant.md			
plan-2026-08-20-the-cupel	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-20-the-cupel.md			
plan-2026-08-20-the-deed	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-20-the-deed.md			
plan-2026-08-20-the-deed-state	shipped	none		status header records closure		docs/superpowers/plans/2026-08-20-the-deed-state.md			
plan-2026-08-20-the-portolan-world-map	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-20-the-portolan-world-map.md			
plan-2026-08-20-the-stope	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-20-the-stope.md			
plan-2026-08-20-the-stylus	shipped	none		status header records closure		docs/superpowers/plans/2026-08-20-the-stylus.md			
plan-2026-08-21-the-chroma	shipped	none		status header records closure		docs/superpowers/plans/2026-08-21-the-chroma.md			
plan-2026-08-21-the-wick	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-21-the-wick.md			
plan-2026-08-22-the-penstock-stage-1	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-22-the-penstock-stage-1.md			
plan-2026-08-22-the-stride	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-22-the-stride.md			
plan-2026-08-23-the-drift	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-23-the-drift.md			
plan-2026-08-23-the-escapement	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-23-the-escapement.md			
plan-2026-08-23-the-forebay	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-23-the-forebay.md			
plan-2026-08-23-the-granary	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-23-the-granary.md			
plan-2026-08-23-the-hand	shipped	none		status header records closure		docs/superpowers/plans/2026-08-23-the-hand.md			
plan-2026-08-23-the-portolan-world-map	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-23-the-portolan-world-map.md			
plan-2026-08-24-the-confidant	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-24-the-confidant.md			
plan-2026-08-24-the-gossan	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-24-the-gossan.md			
plan-2026-08-24-the-interlinear	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-24-the-interlinear.md			
plan-2026-08-24-the-lexicon-of-place	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-24-the-lexicon-of-place.md			
plan-2026-08-24-the-tailrace	shipped	none		status header records closure		docs/superpowers/plans/2026-08-24-the-tailrace.md			
plan-2026-08-26-the-coercion	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-coercion.md			
plan-2026-08-26-the-foliot	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-foliot.md			
plan-2026-08-26-the-inquest	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-inquest.md			
plan-2026-08-26-the-quadrat	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-quadrat.md			
plan-2026-08-26-the-reticence	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-reticence.md			
plan-2026-08-26-the-scarf	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-scarf.md			
plan-2026-08-26-the-sources	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-26-the-sources.md			
plan-2026-08-27-the-mortise	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-27-the-mortise.md			
plan-2026-08-27-the-offer	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-27-the-offer.md			
plan-2026-08-28-the-chattel	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-chattel.md			
plan-2026-08-28-the-gallery	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-gallery.md			
plan-2026-08-28-the-governor	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-governor.md			
plan-2026-08-28-the-latch	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-latch.md			
plan-2026-08-28-the-legend	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-legend.md			
plan-2026-08-28-the-overture	shipped	none		status header records closure		docs/superpowers/plans/2026-08-28-the-overture.md			
plan-2026-08-28-the-precedence	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-precedence.md			
plan-2026-08-28-the-rail	shipped	none		status header records closure		docs/superpowers/plans/2026-08-28-the-rail.md			
plan-2026-08-28-the-stile	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-28-the-stile.md			
plan-2026-08-29-the-attestation	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-29-the-attestation.md			
plan-2026-08-29-the-quoin	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-29-the-quoin.md			
plan-2026-08-30-the-cartulary	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-30-the-cartulary.md			
plan-2026-08-30-the-company	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-30-the-company.md			
plan-2026-08-30-the-pavement	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-30-the-pavement.md			
plan-2026-08-30-the-repertory	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-30-the-repertory.md			
plan-2026-08-31-the-tableau	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-08-31-the-tableau.md			
plan-2026-09-01-the-avowal	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-avowal.md			
plan-2026-09-01-the-crosscut	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-crosscut.md			
plan-2026-09-01-the-hallmark	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-hallmark.md			
plan-2026-09-01-the-pawl	shipped	none		status header records closure		docs/superpowers/plans/2026-09-01-the-pawl.md			
plan-2026-09-01-the-prospect	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-prospect.md			
plan-2026-09-01-the-roll	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-roll.md			
plan-2026-09-01-the-wicket	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-01-the-wicket.md			
plan-2026-09-02-the-brattice	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-02-the-brattice.md			
plan-2026-09-02-the-detent	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-02-the-detent.md			
plan-2026-09-02-the-nettle	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-02-the-nettle.md			
plan-2026-09-02-the-plumb	shipped	none		status header records closure		docs/superpowers/plans/2026-09-02-the-plumb.md			
plan-2026-09-02-the-rack	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-02-the-rack.md			
plan-2026-09-02-the-reservoir	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-02-the-reservoir.md			
plan-2026-09-03-the-minute	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-03-the-minute.md			
plan-2026-09-03-the-pallet	shipped	none		status header records closure		docs/superpowers/plans/2026-09-03-the-pallet.md			
plan-2026-09-03-the-plat	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-03-the-plat.md			
plan-2026-09-03-the-terrier	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-03-the-terrier.md			
plan-2026-09-03-the-wash	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-03-the-wash.md			
plan-2026-09-04-the-coda	active	none		no terminal closure stated in record		docs/superpowers/plans/2026-09-04-the-coda.md			
plan-2026-09-04-the-housemark	shipped	none		status header records closure		docs/superpowers/plans/2026-09-04-the-housemark.md			
plan-2026-09-05-the-sluicegate	active	none		plan written 2026-09-05, G4 self-reviewed, execution not started		docs/superpowers/plans/2026-09-05-the-sluicegate.md			
plan-the-contour-baseline	active	none		no terminal closure stated in record		docs/superpowers/plans/the-contour-baseline.md			
plan-the-contour-baseline-v2	active	none		no terminal closure stated in record		docs/superpowers/plans/the-contour-baseline-v2.md			
plan-the-contour-readout	active	none		no terminal closure stated in record		docs/superpowers/plans/the-contour-readout.md			
retro-2026-07-14-the-speakable	shipped	none		committed retrospective					docs/retrospectives/2026-07-14-the-speakable.md
retro-bio2-life-history	shipped	none		committed retrospective					docs/retrospectives/bio2-life-history.md
retro-campaign-17	shipped	none		committed retrospective					docs/retrospectives/campaign-17.md
retro-campaign-19	shipped	none		committed retrospective					docs/retrospectives/campaign-19.md
retro-campaign-20	shipped	none		committed retrospective					docs/retrospectives/campaign-20.md
retro-campaign-21	shipped	none		committed retrospective					docs/retrospectives/campaign-21.md
retro-campaign-22	shipped	none		committed retrospective					docs/retrospectives/campaign-22.md
retro-campaign-23	shipped	none		committed retrospective					docs/retrospectives/campaign-23.md
retro-campaign-25	shipped	none		committed retrospective					docs/retrospectives/campaign-25.md
retro-campaign-26	shipped	none		committed retrospective					docs/retrospectives/campaign-26.md
retro-campaign-27	shipped	none		committed retrospective					docs/retrospectives/campaign-27.md
retro-campaign-y2-1	shipped	none		committed retrospective					docs/retrospectives/campaign-y2-1.md
retro-campaign-y2-2	shipped	none		committed retrospective					docs/retrospectives/campaign-y2-2.md
retro-campaign-y2-3	shipped	none		committed retrospective					docs/retrospectives/campaign-y2-3.md
retro-campaign-y2-4	shipped	none		committed retrospective					docs/retrospectives/campaign-y2-4.md
retro-census-as-data	shipped	none		committed retrospective					docs/retrospectives/census-as-data.md
retro-common-ground	shipped	none		committed retrospective					docs/retrospectives/common-ground.md
retro-crust	shipped	none		committed retrospective					docs/retrospectives/crust.md
retro-deep-time	shipped	none		committed retrospective					docs/retrospectives/deep-time.md
retro-eclipse-seasons	shipped	none		committed retrospective					docs/retrospectives/eclipse-seasons.md
retro-few-and-many	shipped	none		committed retrospective					docs/retrospectives/few-and-many.md
retro-goldengrove	shipped	none		committed retrospective					docs/retrospectives/goldengrove.md
retro-lab-performance	shipped	none		committed retrospective					docs/retrospectives/lab-performance.md
retro-night-sky-instrument	shipped	none		committed retrospective					docs/retrospectives/night-sky-instrument.md
retro-rift-and-fit	shipped	none		committed retrospective					docs/retrospectives/rift-and-fit.md
retro-sculpting	shipped	none		committed retrospective					docs/retrospectives/sculpting.md
retro-single-craton-hypsometry	shipped	none		committed retrospective					docs/retrospectives/single-craton-hypsometry.md
retro-temperature	shipped	none		committed retrospective					docs/retrospectives/temperature.md
retro-the-accession	shipped	none		committed retrospective					docs/retrospectives/the-accession.md
retro-the-actants	shipped	none		committed retrospective					docs/retrospectives/the-actants.md
retro-the-action-clock	shipped	none		committed retrospective					docs/retrospectives/the-action-clock.md
retro-the-adit	shipped	none		committed retrospective					docs/retrospectives/the-adit.md
retro-the-alarm	shipped	none		committed retrospective					docs/retrospectives/the-alarm.md
retro-the-armature	shipped	none		committed retrospective					docs/retrospectives/the-armature.md
retro-the-assay	shipped	none		committed retrospective					docs/retrospectives/the-assay.md
retro-the-assize	shipped	none		committed retrospective					docs/retrospectives/the-assize.md
retro-the-attestation	shipped	none		committed retrospective					docs/retrospectives/the-attestation.md
retro-the-avowal	shipped	none		committed retrospective					docs/retrospectives/the-avowal.md
retro-the-axes	shipped	none		committed retrospective					docs/retrospectives/the-axes.md
retro-the-ballast	shipped	none		committed retrospective					docs/retrospectives/the-ballast.md
retro-the-bane	shipped	none		committed retrospective					docs/retrospectives/the-bane.md
retro-the-beacon	shipped	none		committed retrospective					docs/retrospectives/the-beacon.md
retro-the-bearing	shipped	none		committed retrospective					docs/retrospectives/the-bearing.md
retro-the-begat	shipped	none		committed retrospective					docs/retrospectives/the-begat.md
retro-the-beholding	shipped	none		committed retrospective					docs/retrospectives/the-beholding.md
retro-the-belonging	shipped	none		committed retrospective					docs/retrospectives/the-belonging.md
retro-the-benchmark	shipped	none		committed retrospective					docs/retrospectives/the-benchmark.md
retro-the-blocking	shipped	none		committed retrospective					docs/retrospectives/the-blocking.md
retro-the-book-polish	shipped	none		committed retrospective					docs/retrospectives/the-book-polish.md
retro-the-branches	shipped	none		committed retrospective					docs/retrospectives/the-branches.md
retro-the-brattice	shipped	none		committed retrospective					docs/retrospectives/the-brattice.md
retro-the-burr	shipped	none		committed retrospective					docs/retrospectives/the-burr.md
retro-the-cairn	shipped	none		committed retrospective					docs/retrospectives/the-cairn.md
retro-the-cant	shipped	none		committed retrospective					docs/retrospectives/the-cant.md
retro-the-cartographer	shipped	none		committed retrospective					docs/retrospectives/the-cartographer.md
retro-the-cartulary	shipped	none		committed retrospective					docs/retrospectives/the-cartulary.md
retro-the-casement	shipped	none		committed retrospective					docs/retrospectives/the-casement.md
retro-the-chattel	shipped	none		committed retrospective					docs/retrospectives/the-chattel.md
retro-the-chorus	shipped	none		committed retrospective					docs/retrospectives/the-chorus.md
retro-the-chroma	shipped	none		committed retrospective					docs/retrospectives/the-chroma.md
retro-the-cistern	shipped	none		committed retrospective					docs/retrospectives/the-cistern.md
retro-the-cloister	shipped	none		committed retrospective					docs/retrospectives/the-cloister.md
retro-the-coercion	shipped	none		committed retrospective					docs/retrospectives/the-coercion.md
retro-the-collation	shipped	none		committed retrospective					docs/retrospectives/the-collation.md
retro-the-column	shipped	none		committed retrospective					docs/retrospectives/the-column.md
retro-the-company	shipped	none		committed retrospective					docs/retrospectives/the-company.md
retro-the-compendium	shipped	none		committed retrospective					docs/retrospectives/the-compendium.md
retro-the-compound-word	shipped	none		committed retrospective					docs/retrospectives/the-compound-word.md
retro-the-concordance	shipped	none		committed retrospective					docs/retrospectives/the-concordance.md
retro-the-confidant	shipped	none		committed retrospective					docs/retrospectives/the-confidant.md
retro-the-confluence	shipped	none		committed retrospective					docs/retrospectives/the-confluence.md
retro-the-confusion	shipped	none		committed retrospective					docs/retrospectives/the-confusion.md
retro-the-connection-graph	shipped	none		committed retrospective					docs/retrospectives/the-connection-graph.md
retro-the-consonance	shipped	none		committed retrospective					docs/retrospectives/the-consonance.md
retro-the-contour	shipped	none		committed retrospective					docs/retrospectives/the-contour.md
retro-the-convalescence	shipped	none		committed retrospective					docs/retrospectives/the-convalescence.md
retro-the-correspondence	shipped	none		committed retrospective					docs/retrospectives/the-correspondence.md
retro-the-corrigendum	shipped	none		committed retrospective					docs/retrospectives/the-corrigendum.md
retro-the-crosscut	shipped	none		committed retrospective					docs/retrospectives/the-crosscut.md
retro-the-cupel	shipped	none		committed retrospective					docs/retrospectives/the-cupel.md
retro-the-datum	shipped	none		committed retrospective					docs/retrospectives/the-datum.md
retro-the-deed	shipped	none		committed retrospective					docs/retrospectives/the-deed.md
retro-the-deep	shipped	none		committed retrospective					docs/retrospectives/the-deep.md
retro-the-deep-grammar	shipped	none		committed retrospective					docs/retrospectives/the-deep-grammar.md
retro-the-deep-realm	shipped	none		committed retrospective					docs/retrospectives/the-deep-realm.md
retro-the-delvers	shipped	none		committed retrospective					docs/retrospectives/the-delvers.md
retro-the-demesne	shipped	none		committed retrospective					docs/retrospectives/the-demesne.md
retro-the-detent	shipped	none		committed retrospective					docs/retrospectives/the-detent.md
retro-the-diachronic-book	shipped	none		committed retrospective					docs/retrospectives/the-diachronic-book.md
retro-the-digest	shipped	none		committed retrospective					docs/retrospectives/the-digest.md
retro-the-diorama	shipped	none		committed retrospective					docs/retrospectives/the-diorama.md
retro-the-disposition	shipped	none		committed retrospective					docs/retrospectives/the-disposition.md
retro-the-dissolution	shipped	none		committed retrospective					docs/retrospectives/the-dissolution.md
retro-the-doctrine	shipped	none		committed retrospective					docs/retrospectives/the-doctrine.md
retro-the-domain-trait	shipped	none		committed retrospective					docs/retrospectives/the-domain-trait.md
retro-the-domesday	shipped	none		committed retrospective					docs/retrospectives/the-domesday.md
retro-the-dread	shipped	none		committed retrospective					docs/retrospectives/the-dread.md
retro-the-drift	shipped	none		committed retrospective					docs/retrospectives/the-drift.md
retro-the-echo	shipped	none		committed retrospective					docs/retrospectives/the-echo.md
retro-the-effacement	shipped	none		committed retrospective					docs/retrospectives/the-effacement.md
retro-the-elements	shipped	none		committed retrospective					docs/retrospectives/the-elements.md
retro-the-ell	shipped	none		committed retrospective					docs/retrospectives/the-ell.md
retro-the-eremite	shipped	none		committed retrospective					docs/retrospectives/the-eremite.md
retro-the-escapement	shipped	none		committed retrospective					docs/retrospectives/the-escapement.md
retro-the-excursion	shipped	none		committed retrospective					docs/retrospectives/the-excursion.md
retro-the-explanations	shipped	none		committed retrospective					docs/retrospectives/the-explanations.md
retro-the-faces	shipped	none		committed retrospective					docs/retrospectives/the-faces.md
retro-the-fare	shipped	none		committed retrospective					docs/retrospectives/the-fare.md
retro-the-fast-gate	shipped	none		committed retrospective					docs/retrospectives/the-fast-gate.md
retro-the-fathom	shipped	none		committed retrospective					docs/retrospectives/the-fathom.md
retro-the-firmament	shipped	none		committed retrospective					docs/retrospectives/the-firmament.md
retro-the-first-mark	shipped	none		committed retrospective					docs/retrospectives/the-first-mark.md
retro-the-first-sentence	shipped	none		committed retrospective					docs/retrospectives/the-first-sentence.md
retro-the-foliot	shipped	none		committed retrospective					docs/retrospectives/the-foliot.md
retro-the-ford	shipped	none		committed retrospective					docs/retrospectives/the-ford.md
retro-the-ford-stage-2	shipped	none		committed retrospective					docs/retrospectives/the-ford-stage-2.md
retro-the-forebay	shipped	none		committed retrospective					docs/retrospectives/the-forebay.md
retro-the-foresight	shipped	none		committed retrospective					docs/retrospectives/the-foresight.md
retro-the-formations	shipped	none		committed retrospective					docs/retrospectives/the-formations.md
retro-the-frame-budget	shipped	none		committed retrospective					docs/retrospectives/the-frame-budget.md
retro-the-freshet	shipped	none		committed retrospective					docs/retrospectives/the-freshet.md
retro-the-freshwater	shipped	none		committed retrospective					docs/retrospectives/the-freshwater.md
retro-the-gallery	shipped	none		committed retrospective					docs/retrospectives/the-gallery.md
retro-the-gathering	shipped	none		committed retrospective					docs/retrospectives/the-gathering.md
retro-the-gazetteer	shipped	none		committed retrospective					docs/retrospectives/the-gazetteer.md
retro-the-generalist	shipped	none		committed retrospective					docs/retrospectives/the-generalist.md
retro-the-given-word	shipped	none		committed retrospective					docs/retrospectives/the-given-word.md
retro-the-glasshouse	shipped	none		committed retrospective					docs/retrospectives/the-glasshouse.md
retro-the-gnomon	shipped	none		committed retrospective					docs/retrospectives/the-gnomon.md
retro-the-gossan	shipped	none		committed retrospective					docs/retrospectives/the-gossan.md
retro-the-governor	shipped	none		committed retrospective					docs/retrospectives/the-governor.md
retro-the-grain	shipped	none		committed retrospective					docs/retrospectives/the-grain.md
retro-the-granary	shipped	none		committed retrospective					docs/retrospectives/the-granary.md
retro-the-ground	shipped	none		committed retrospective					docs/retrospectives/the-ground.md
retro-the-gyre	shipped	none		committed retrospective					docs/retrospectives/the-gyre.md
retro-the-hachure	shipped	none		committed retrospective					docs/retrospectives/the-hachure.md
retro-the-hallmark	shipped	none		committed retrospective					docs/retrospectives/the-hallmark.md
retro-the-hand	shipped	none		committed retrospective					docs/retrospectives/the-hand.md
retro-the-handle	shipped	none		committed retrospective					docs/retrospectives/the-handle.md
retro-the-haunt	shipped	none		committed retrospective					docs/retrospectives/the-haunt.md
retro-the-hearsay	shipped	none		committed retrospective					docs/retrospectives/the-hearsay.md
retro-the-hearth	shipped	none		committed retrospective					docs/retrospectives/the-hearth.md
retro-the-helm	shipped	none		committed retrospective					docs/retrospectives/the-helm.md
retro-the-hoist	shipped	none		committed retrospective					docs/retrospectives/the-hoist.md
retro-the-holdfast	shipped	none		committed retrospective					docs/retrospectives/the-holdfast.md
retro-the-hollow	shipped	none		committed retrospective					docs/retrospectives/the-hollow.md
retro-the-housemark	shipped	none		committed retrospective					docs/retrospectives/the-housemark.md
retro-the-idioms	shipped	none		committed retrospective					docs/retrospectives/the-idioms.md
retro-the-illumination	shipped	none		committed retrospective					docs/retrospectives/the-illumination.md
retro-the-individuation	shipped	none		committed retrospective					docs/retrospectives/the-individuation.md
retro-the-inquest	shipped	none		committed retrospective					docs/retrospectives/the-inquest.md
retro-the-interlinear	shipped	none		committed retrospective					docs/retrospectives/the-interlinear.md
retro-the-isotherm	shipped	none		committed retrospective					docs/retrospectives/the-isotherm.md
retro-the-keeping	shipped	none		committed retrospective					docs/retrospectives/the-keeping.md
retro-the-kindling	shipped	none		committed retrospective					docs/retrospectives/the-kindling.md
retro-the-lantern	shipped	none		committed retrospective					docs/retrospectives/the-lantern.md
retro-the-latch	shipped	none		committed retrospective					docs/retrospectives/the-latch.md
retro-the-legend	shipped	none		committed retrospective					docs/retrospectives/the-legend.md
retro-the-lens	shipped	none		committed retrospective					docs/retrospectives/the-lens.md
retro-the-lexicon	shipped	none		committed retrospective					docs/retrospectives/the-lexicon.md
retro-the-lexicon-of-place	shipped	none		committed retrospective					docs/retrospectives/the-lexicon-of-place.md
retro-the-lintel	shipped	none		committed retrospective					docs/retrospectives/the-lintel.md
retro-the-living-community	shipped	none		committed retrospective					docs/retrospectives/the-living-community.md
retro-the-local-census	shipped	none		committed retrospective					docs/retrospectives/the-local-census.md
retro-the-locale-window	shipped	none		committed retrospective					docs/retrospectives/the-locale-window.md
retro-the-lode	shipped	none		committed retrospective					docs/retrospectives/the-lode.md
retro-the-lodestar	shipped	none		committed retrospective					docs/retrospectives/the-lodestar.md
retro-the-long-age	shipped	none		committed retrospective					docs/retrospectives/the-long-age.md
retro-the-long-count	shipped	none		committed retrospective					docs/retrospectives/the-long-count.md
retro-the-lookup	shipped	none		committed retrospective					docs/retrospectives/the-lookup.md
retro-the-manikin	shipped	none		committed retrospective					docs/retrospectives/the-manikin.md
retro-the-mantle	shipped	none		committed retrospective					docs/retrospectives/the-mantle.md
retro-the-margin	shipped	none		committed retrospective					docs/retrospectives/the-margin.md
retro-the-massing	shipped	none		committed retrospective					docs/retrospectives/the-massing.md
retro-the-menagerie	shipped	none		committed retrospective					docs/retrospectives/the-menagerie.md
retro-the-mettle	shipped	none		committed retrospective					docs/retrospectives/the-mettle.md
retro-the-millrace	shipped	none		committed retrospective					docs/retrospectives/the-millrace.md
retro-the-minute	shipped	none		committed retrospective					docs/retrospectives/the-minute.md
retro-the-mire	shipped	none		committed retrospective					docs/retrospectives/the-mire.md
retro-the-mirror	shipped	none		committed retrospective					docs/retrospectives/the-mirror.md
retro-the-mortise	shipped	none		committed retrospective					docs/retrospectives/the-mortise.md
retro-the-muster	shipped	none		committed retrospective					docs/retrospectives/the-muster.md
retro-the-named	shipped	none		committed retrospective					docs/retrospectives/the-named.md
retro-the-namesake	shipped	none		committed retrospective					docs/retrospectives/the-namesake.md
retro-the-nettle	shipped	none		committed retrospective					docs/retrospectives/the-nettle.md
retro-the-niche	shipped	none		committed retrospective					docs/retrospectives/the-niche.md
retro-the-occlusion	shipped	none		committed retrospective					docs/retrospectives/the-occlusion.md
retro-the-offer	shipped	none		committed retrospective					docs/retrospectives/the-offer.md
retro-the-ordination	shipped	none		committed retrospective					docs/retrospectives/the-ordination.md
retro-the-overture	shipped	none		committed retrospective					docs/retrospectives/the-overture.md
retro-the-overworld	shipped	none		committed retrospective					docs/retrospectives/the-overworld.md
